Brand/Title,Platform,Date ,Campaign,Optimization,Change(s),Optimization Score ,Results/Next step,Date Change(s) was made,Optimization made by,,,,,,,,
GDT,Social,04-26-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"We have paused PWX_GDT_Retargeting_Order Page Abandoners_Evergreen
ad set because of the high spent of $59.62 from last 3 days and relaunched PWX_GDT_LAL_Website Visitors Lookalike_Evergreen with top performed creatives.
",,,04-26-2023,Lakshmish,,,,,,,,
GDT,Social,04-26-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"In PWX_GDT_Interests_Evergreen ad set we have paused and duplicated PWX_GDT_Control_Evergreen_Video_V2 since it is the top performing creatve.
",,,04-26-2023,Lakshmish,,Social (Sept 2023),,SEM (Sept 2023),,Bing (Sept 2023),,
GDT,Social,04-27-2023,PWX_GDT_CBO_Control_Circ,Ad set paused,"We have paused PWX_GDT_LAL_Purchasers_Evergreen
ad set because of the high CPA of $69.79 from last 3 days.
",,,04-27-2023,Lakshmish,,"Summary

Optimizations Insights:

• Paused the PWX_GDT_Broad_May 2023 and PWX_GDT_Competitors_Evergreen ad sets as the CPA is high for the past 7 days.
• Relaunch PWX_GDT_LAL_Social_FB Fans with the June creatives to test and relaunch PWX_GDT_LAL_Purchasers_Evergreen with the Sept creatives to test.
• Paused ad set PWX_GDT_LAL_Purchasers_Evergreen due to high CPA in last 7 days 
• Reactivated performing ad set PWX_GDT_Interests_Evergreen with performing creatives to drive conversions 





Agenda for the following month:

• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• We have a CPA of $5.01and we are below our target CPA
.• We have been making regular Bid Adjustments and optimizations are executed based on the performance on the live campaigns.
• Bid adjustments have been made in the Age group, Household Income, Device and Gender level
• Few of the Google recommendations have been dismissed due to their irrelevancy or were not useful. The current optimization score is 100%
• We have increased Audience bid by 5% for Audience with Low CPA and which have conversions.

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary

Overall Insights:
• Increased bid for keyword garden gate from $0.50 to $1 
• Looked into Bing recommendaions and analyzed the campaign thoroughly for an optimization score of 94%



Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,
GDT,SEM,04-27-2023,PWX_GDT_Circ_Garden Gate_Mar_23_Pmax,Changes made,"1) Removed the In Market Audience from the Audience Signal

2) Worked on the punctuation level error on Long headlines ",,,04-27-2023,Aniket,,,,,,,,
GDT,Social,04-28-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"We have paused PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy and PWX_GDT_LAL_Website Visitors Lookalike_Evergreen ad sets because of the high CPA. And we have duplicated PWX_GDT_Retargeting_Order Page Abandoners_Evergreen ad set and kept performed creatives active for the test to reduce the CPA.
",,,04-28-2023,Lakshmish,,Social (Oct 2023),,SEM (Oct 2023),,Bing (Oct 2023),,
GDT,Social,04-28-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"We have paused PWX_GDT_LAL_Subscriber_Evergreen ad set because of the high CPA of $71.78 and in PWX_GDT_Competitors_Evergreen_Copy ad set we have paused PWX_GDT_Control_Evergreen_Video_V2 – Copy due to high CPA of $69.37 and relaunched the original one.
",,,04-28-2023,Lakshmish,,"Summary

Optimizations Insights:

Changes Made: Launched September creatives to assess their performance and optimize campaign effectiveness.



Agenda for the following month:

• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:

• ""Created New SQR Ad group with below keywords:
   garden gates magazine - Exact
   renew garden gate - Phrase
   Renewgardengate - Phrase
   subscribe to garden gate magazine - Exact

   TCPA Bid increased from $10 to $12""

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary

Overall Insights:
• Changes Made: Increased keyword bids for performing keywords to improve ad visibility and competitiveness.


Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,
GDT,Social,04-28-2023,PWX_GDT_Control_Circ_Retargeting,Campaign paused,,,,04-28-2023,Lakshmish,,,,,,,,
GDT,Social,05-01-2023,PWX_GDT_Control_Circ_Outbound,Changes made,"Reduced the budget on PWX_GDT_Competitors_Evergreen_Copy to $50/day. In that ad set, and paused PWX_GDT_Control_Evergreen_Video_V2 and relaunched PWX_GDT_Control_Evergreen_Video_V2 – Copy.

Also reduced the budget on PWX_GDT_Interests_Evergreen to $25/day and PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen to $75/day.",,,05-01-2023,Lakshmish,,,,,,,,
GDT,Social,05-02-2023,PWX_GDT_CBO_Control_Circ,Changes made,"We have relaunched PWX_GDT_LAL_Purchasers_Evergreen ad set only with PWX_GDT_Control_Evergreen_Video_V2 and Image - GDT Mar Refresh V3 - Control creatives which used to perform well earlier.
",,,05-02-2023,Lakshmish,,,,,,,,
GDT,SEM,05-05-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Changes made,"Household Income: Top 10%: Income range bid adjustment changed from +10% to +15%
Gender: Female: Gender bid adjustment changed from +10% to +15%
Age: Undetermined: Age range bid adjustment changed from -5% to +5%
",,Monitoring closely on the spend on the audience levels where we have increased the bid ,05-05-2023,Aniket,,,,,,,,
GDT,SEM,05-11-2023,PWX_GDT_Circ_Garden Gate_April 23_Display,Changes made,Changed the Bidding to TCPA,,Monitoring closely on the spend on the campaign level,05-11-2023,Aniket,,Social (Nov 2023),,SEM (Nov 2023),,Bing (Nov 2023),,
GDT,SEM,05-18-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Changes made,"Paused ""garden magazines"" keyword since it has spent $30.08 in last 30 days trend without any conversion.
",,"Since we have paused phrase match keyword let us observe the performance from Exact match keyword 
[garden magazines].",05-18-2023,Kartik,,"Summary

Optimizations Insights:

1) Under adset 'PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen' > paused the creative 'PWX_GDT_Control_Evergreen_Video_V2 – Copy'
2) In the same adset as above, activated the creatives 'PWX_GDT_Control_Evergreen_Video_V2' & 'PWX_GDT_Control_Evergreen_V8

~ In Ad set PWX_GDT_Retargeting_NL/IP ListsPaused creative Image_Sept23 Image 2_Control
   Paused ad set PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen

~ ""In active adset 'PWX_GDT_Retargeting_NL/IP Lists', paused the high cpa/spent creatives > Image - Jan-Feb23 V3 - Control, Image_Sept23 Image 5_Control
~
1) In active adset 'PWX_GDT_Retargeting_NL/IP Lists', paused the high cpa/spent creatives > Image - Jan-Feb23 V3 - Control, Image_Sept23 Image 5_Control, Image_Sept23 Image 4_Control

2) In active adset 'PWX_GDT_LAL_Subscriber_Evergreen', paused the creatives> Image_Sept23 Image 4_Control, Image_Sept23 Image 3_Control, Image_Sept23 Image 1_Control


• ""In adset : PWX_GDT_Retargeting_NL/IP Lists
Paused the creative 'Image_Sept23 Image 6_Control' due to only spend and no conversion.
Activated the creative 'Image - Jan-Feb23 V3 - Control'


Agenda for the following month:

• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:




Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary

Overall Insights:
1) In Ad group 'Brand - V2' - decrease the bid by 0.5 for keyword 'garden gate magazine' , 'garden gate'
2) We can add the keyword 'gardengate magazine' as seen from search term report
3) Decrease the bid by 5% for age group '65+' and increase the bid by 5% for age group '35-49'


Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,
GDT,SEM,05-18-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Added relevant search term,We have added [www renewgardengate com] search term in Brand - V2 ad group.,,,05-18-2023,Kartik,,,,,,,,
GDT,SEM,05-18-2023,PWX_GDT_Circ_Garden Gate_April 23_Display,Changes made,"Added relevant websites and youtube channels as placements ",,Monitoring closely on the spend on the campaign level,05-18-2023,Aniket,,,,,,,,
GDT,SEM,05-19-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Optmization Score,"
",96.50%,,05-19-2023,Aniket,,,,,,,,
GDT,SEM,05-19-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Optmization Score,"
",100.00%,,05-19-2023,Aniket,,,,,,,,
GDT,SEM,05-19-2023,PWX_GDT_Circ_Garden Gate_Mar_23_Pmax,Optmization Score,"
",100.00%,,05-19-2023,Aniket,,Social (Nov 2023),,SEM (Nov 2023),,Bing (Nov 2023),,
GDT,Bing,05-19-2023,PWX_GDT_Circ_Garden Gate_Feb 22,Optmization Score,"
",96.80%,,05-19-2023,Aniket,,"Summary

Optimizations Insights:

~ ""1) In the adset PWX_GDT_Retargeting_NL/IP Lists, we have paused the high cpa creative 'Image - Jan-Feb23 V3 - Control'
2) In the adset PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen, we paused the creatives 'Image - GDT Mar Refresh V1 - Control
 and PWX_GDT_Control_Evergreen_V8 due to only spend and no conversions""


Agenda for the following month:

• We will persist in making optimizations based on performance trends to continually improve the campaign's effectiveness and efficiency.
• It is worth exploring the possibility of launching ad sets that have not been previously tested. This allows us to uncover new opportunities and potentially tap into untapped audiences.
• We will relaunch ads and ad sets that have shown strong performance in the past. By leveraging successful past campaigns, we can potentially replicate their success and achieve positive results.
• We will conduct research to identify new interest-based audiences. This will help us expand our targeting options and reach a broader audience who may be interested in our offerings.",,"Summary

Overall Insights:




Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,"Summary


Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,
GDT,SEM,05-23-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Paused keyword,"Paused [garden layout plans] keyword since its 30 days trend CPA is $54.08 with 2 conversions.
",,,05-23-2023,Kartik,,,,,,,,
GDT,SEM,05-23-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Added search term,"Added ""magazine for home flower garden"" search term in  Brand - V2 ad group with $1 max CPC bid
",,,05-23-2023,Kartik,,,,,,,,
GDT,SEM,05-31-2023,PWX_GDT_Circ_Garden Gate_Mar 23,Bid Adjustment,We have made changes in Audience level.,,,05-31-2023,Kartik,,,,,,,,
